ClienteCPF;ClienteNome;ClienteSobrenome;ClienteSexo;ClienteNascimento;ClienteEstadoCivil;ClienteRua;ClienteNumero;ClienteBairro;ClienteCEP;ClienteCidade;ClienteEstado;ClientePais;ClienteRendaAnual;ClienteTelefone;ClienteEmail
864.337.685-04;Edward;Washington;M;1980-10-29 00:00:00.000;S;EUCLIDES FRANCISCO PEREIRA;54;GUANABARA;89223250;JOINVILLE;SC;BRASIL;40000;446-555-0170;edward62@adventure-works.com
327.013.450-73;Jerome;Navarro;M;1982-07-22 00:00:00.000;S;R. ALFERES SCHMIDT;852;BOA VISTA;89211240;JOINVILLE;SC;BRASIL;40000;934-555-0191;jerome8@adventure-works.com
280.461.439-22;Jada;Morgan;F;1984-07-03 00:00:00.000;S;JUTA W. J. WENDEL;257;COSTA E SILVA;89227-300;JOINVILLE;SC;BRASIL;40000;160-555-0131;jada14@adventure-works.com
141.553.715-95;Ariana;Peterson;F;1984-02-13 00:00:00.000;S;RUA CARAVELAS;26;FLORESTA;89201050;JOINVILLE;SC;BRASIL;40000;298-555-0145;ariana4@adventure-works.com
900.562.021-35;Christian;Hughes;M;1980-09-24 00:00:00.000;C;RUA ALVINO BOLDT;429;AVENTUREIRO;89227-437;JOINVILLE;SC;BRASIL;80000;231-555-0168;christian26@adventure-works.com
319.462.869-30;Lucas;Taylor;M;1980-08-03 00:00:00.000;S;SANTA CATARINA;2431;FLORESTA;89230200;JOINVILLE;SC;NULL;40000;149-555-0146;lucas22@adventure-works.com
125.497.628-00;Alyssa;Jackson;F;1983-12-18 00:00:00.000;S;R. LORIVAL TABLERTEZ;583;AVENTUREIRO;89222400;JOINVILLE;SC;NULL;40000;398-555-0193;alyssa11@adventure-works.com
496.835.067-28;Ariana;Cook;F;1981-11-20 00:00:00.000;S;CURITIBANOS;444;BUCAREIN;89211110;JOINVILLE;SC;BRASIL;40000;160-555-0119;ariana19@adventure-works.com
998.196.126-32;Katherine;Diaz;F;1985-02-25 00:00:00.000;S;RUA SAMUEL HEUSY;392;BOM RETIRO;89232070;JOINVILLE;SC;BRASIL;40000;147-555-0124;katherine48@adventure-works.com
113.291.256-44;Jenna;Green;F;1981-11-29 00:00:00.000;S;MARTINHO VAN BIENE;2281;AVENTUREIRO;89222061;JOINVILLE;SC;BRASIL;40000;961-555-0153;jenna14@adventure-works.com
349.386.947-43;Joan;Washington;F;1984-06-29 00:00:00.000;S;OTTO ADOLPHO AUGUSTO VOGELSANGER;390;MORRO DO MEIO;89227201;JOINVILLE;SC;BRASIL;40000;732-555-0144;joan7@adventure-works.com
021.462.567-65;Austin;Bryant;M;1984-07-04 00:00:00.000;S;ROBERTO PONICK;149;BOM RETIRO;89222000;JOINVILLE;SC;BRASIL;40000;537-555-0113;austin14@adventure-works.com
127.813.975-39;Andrew;Martinez;M;1984-08-18 00:00:00.000;S;PICA PAU;768;AVENTUREIRO;89213060;JOINVILLE;SC;BRASIL;40000;226-555-0113;andrew24@adventure-works.com
363.546.090-32;Nina;Yuan;F;1983-09-22 00:00:00.000;S;R. JAGUARUNA;263;CENTRO;89227184;JOINVILLE;SC;BRASIL;40000;568-555-0198;nina7@adventure-works.com
693.359.506-27;Lauren;Miller;F;1980-12-10 00:00:00.000;S;R. AFONSO PENA;871;BUCAREIN;89211310;JOINVILLE;SC;BRASIL;40000;827-555-0183;lauren24@adventure-works.com
488.318.004-75;Ebony;Gill;F;1985-08-29 00:00:00.000;S;DONA FRANCISCA;552;CENTRO;89212400;JOINVILLE;SC;BRASIL;40000;327-555-0157;ebony35@adventure-works.com
400.057.594-89;Cameron;Lewis;M;1986-10-01 00:00:00.000;S;R. FRANCISCO BELTRAO;145;SANTA BARBARA;89201340;JOINVILLE;SC;BRASIL;60000;199-555-0180;cameron39@adventure-works.com
531.427.947-35;Devin;Nelson;M;1986-06-08 00:00:00.000;S;R. BARBACENA;90;ANITA GARIBALDE;89227-730;JOINVILLE;SC;Brasil;60000;256-555-0111;devin32@adventure-works.com
213.658.737-32;Logan;Chow;M;1985-09-13 00:00:00.000;S;ALEXANDRE SCHLEMM;92;BUCAREIN;89211-685;JOINVILLE;SC;BRASIL;60000;545-555-0121;logan25@adventure-works.com
307.401.056-18;Dakota;Ross;M;1985-05-23 00:00:00.000;S;BENJAMIN CONSTANT;1798;COSTA E SILVA;89225450;JOINVILLE;SC;BRASIL;60000;186-555-0170;dakota3@adventure-works.com
343.623.337-47;Nicole;Taylor;F;1982-01-23 00:00:00.000;S;AVENIDA SANTOS DUMONT;7796;AVENTUREIRO;89225440;JOINVILLE;SC;BRASIL;60000;217-555-0170;nicole9@adventure-works.com
240.075.080-31;Justin;Washington;M;1985-06-16 00:00:00.000;S;JOAO THEIS;98;ATIRADORES;89222060;JOINVILLE;SC;BRASIL;60000;701-555-0175;justin10@adventure-works.com
870.026.560-38;Alberto;Navarro;M;1984-10-08 00:00:00.000;S;R. ALEXANDRE SCHLEMM;338;BUCAREIN;89222-540;JOINVILLE;SC;BRASIL;60000;535-555-0131;alberto11@adventure-works.com
579.217.757-28;Aidan;Ross;M;1982-07-01 00:00:00.000;S;ALOIS FINDER;93;AVENTUREIRO;89222475;JOINVILLE;SC;BRASIL;60000;154-555-0143;aidan4@adventure-works.com
899.504.756-52;Alejandro;Tang;M;1982-10-09 00:00:00.000;S;R. AFONSO PENNA;394;BUCAREIN;89227501;JOINVILLE;SC;BRASIL;20000;1 (11) 500 555-0124;alejandro30@adventure-works.com
813.235.870-29;Sheena;Chande;F;1983-08-09 00:00:00.000;S;MASSARANDUBA;454;JARIVATUBA;89223100;JOINVILLE;SC;BRASIL;20000;1 (11) 500 555-0178;sheena13@adventure-works.com
037.809.251-27;Joel;Garcia;M;1983-02-02 00:00:00.000;S;R. GUILHERME;1079;COSTA E SILVA;89223250;JOINVILLE;SC;NULL;30000;1 (11) 500 555-0159;joel14@adventure-works.com
328.658.622-06;Reginald;Dominguez;M;1981-04-07 00:00:00.000;S;R. DOS IPES;160;BOA VISTA;89210060;JOINVILLE;SC;NULL;30000;1 (11) 500 555-0137;reginald20@adventure-works.com
420.520.499-08;Christine;Chande;F;1986-07-29 00:00:00.000;S;R. JOAO ADOLFO MULLER;770;COSTA E SILVA;89210620;JOINVILLE;SC;BRASIL;30000;1 (11) 500 555-0179;christine10@adventure-works.com
532.387.371-16;Cindy;Sai;F;1984-01-17 00:00:00.000;C;GUANABARA;765;GUANABARA;89227500;JOINVILLE;SC;BRASIL;40000;1 (11) 500 555-0111;cindy6@adventure-works.com
182.197.233-48;Raymond;Sanchez;M;1986-07-29 00:00:00.000;S;RIO GRANDE DO SUL;261;ANITA GARIBALDI;89211450;JOINVILLE;SC;BRASIL;40000;1 (11) 500 555-0160;raymond21@adventure-works.com
379.696.367-77;Crystal;Liang;F;1986-04-18 00:00:00.000;S;COMANDANTE TELLES DE MENDOCA;112;COSTA E SILVA;89210240;JOINVILLE;SC;BRASIL;40000;1 (11) 500 555-0120;crystal17@adventure-works.com
788.709.728-08;Deb;Torres;F;1986-01-11 00:00:00.000;S;IRANI;395;FLORESTA;89222350;JOINVILLE;SC;BRASIL;40000;1 (11) 500 555-0125;deb4@adventure-works.com
136.435.065-92;Shannon;Alvarez;M;1986-02-10 00:00:00.000;S;R. REZENDE;518;BOM RETIRO;89216201;JOINVILLE;SC;BRASIL;10000;1 (11) 500 555-0159;shannon26@adventure-works.com
100.647.063-22;Eddie;Rubio;M;1980-07-29 00:00:00.000;S;RIO DOCE;309;GUANABARA;89222061;JOINVILLE;SC;NULL;20000;1 (11) 500 555-0159;eddie21@adventure-works.com
459.431.291-81;Sharon;Luo;F;1983-05-08 00:00:00.000;S;R. BARBOSA RODRIGUES;50;GUANABARA;89232-070;JOINVILLE;SC;NULL;20000;1 (11) 500 555-0118;sharon12@adventure-works.com
090.074.154-59;Sydney;Simmons;F;1986-03-07 00:00:00.000;S;PAULO MALSCHITZKI;120;BOM RETIRO;89227300;JOINVILLE;SC;BRASIL;10000;1 (11) 500 555-0198;sydney37@adventure-works.com
834.191.890-88;Alexandria;Henderson;F;1986-03-24 00:00:00.000;S;MARCOLINO SERAPIAO DE OLIVEIRA;164;BOA VISTA;89223040;JOINVILLE;SC;BRASIL;40000;1 (11) 500 555-0182;alexandria5@adventure-works.com
383.635.200-77;Lucas;Evans;M;1986-09-23 00:00:00.000;S;REPUBLICA DA CHINA;81;CENTRO;89211-650;JOINVILLE;SC;BRASIL;20000;1 (11) 500 555-0153;lucas10@adventure-works.com
651.186.038-14;Felicia;Ramos;F;1985-04-26 00:00:00.000;S;MARINHO LOBO;75;CENTRO;89222370;JOINVILLE;SC;BRASIL;30000;1 (11) 500 555-0191;felicia16@adventure-works.com
863.153.373-21;Ivan;Malhotra;M;1982-04-03 00:00:00.000;S;OTTO FREDERICO GUILHERME BRIETZIG;231;BOM RETIRO;89211000;JOINVILLE;SC;BRASIL;30000;1 (11) 500 555-0198;ivan3@adventure-works.com
539.357.777-34;Frederick;Subram;M;1984-05-30 00:00:00.000;S;RUA ALESSIO ZERMIANNI;93;VILA NOVA;89204030;JOINVILLE;SC;BRASIL;30000;1 (11) 500 555-0111;frederick12@adventure-works.com
034.230.542-85;Whitney;Srini;F;1984-03-21 00:00:00.000;S;R. CANDEIAS;204;SANTA CATARINA;89210240;JOINVILLE;SC;BRASIL;30000;1 (11) 500 555-0115;whitney7@adventure-works.com
345.753.040-69;Briana;Dominguez;F;1984-10-26 00:00:00.000;S;DA CHACARA;355;MORRO DO MEIO;89201260;JOINVILLE;SC;BRASIL;10000;1 (11) 500 555-0166;briana12@adventure-works.com
303.600.875-33;Jarrod;Gonzalez;M;1985-03-16 00:00:00.000;S;AV. SANTA CATARINA;188;FLORESTA;89216-330;JOINVILLE;SC;BRASIL;20000;1 (11) 500 555-0151;jarrod17@adventure-works.com
790.435.627-37;Cesar;Srini;M;1982-08-22 00:00:00.000;S;HILDEGARD NASS;342;ATIRADORES;89222493;JOINVILLE;SC;BRASIL;20000;1 (11) 500 555-0189;cesar7@adventure-works.com
331.024.872-70;Jorge;Liang;M;1985-05-01 00:00:00.000;S;Ituporanga;240;Bom Retiro;89210340;JOINVILLE;SC;BRASIL;20000;1 (11) 500 555-0161;jorge19@adventure-works.com
290.619.507-63;Erik;Diaz;M;1985-05-25 00:00:00.000;S;ARMANDO SALLES;179;BOM RETIRO;89212240;JOINVILLE;SC;BRASIL;20000;1 (11) 500 555-0157;erik4@adventure-works.com
162.411.283-21;April;Shan;F;1986-03-17 00:00:00.000;S;CODORNAS;134;COSTA E SILVA;89211110;JOINVILLE;SC;BRASIL;40000;1 (11) 500 555-0172;april8@adventure-works.com
984.978.103-60;Carla;Perez;F;1986-01-17 00:00:00.000;C;JANAUBA;477;JARDIM IRIRIU;89210580;JOINVILLE;SC;BRASIL;40000;1 (11) 500 555-0146;carla24@adventure-works.com
779.651.611-70;Alexia;Foster;F;1986-03-02 00:00:00.000;S;GUILHERME KLEIN;718;AVENTUREIRO;89216440;JOINVILLE;SC;BRASIL;20000;1 (11) 500 555-0182;alexia13@adventure-works.com
575.190.412-06;Troy;Malhotra;M;1985-11-24 00:00:00.000;S;R. THEONESTO WESTRUPP;997;AVENTUREIRO;89200000;JOINVILLE;SC;BRASIL;30000;1 (11) 500 555-0125;troy5@adventure-works.com
441.156.557-82;Kristin;Andersen;F;1986-03-24 00:00:00.000;S;XV DE NOVEMBRO;2119;CENTRO;89201260;JOINVILLE;SC;BRASIL;30000;1 (11) 500 555-0199;kristin14@adventure-works.com
013.461.836-58;Joel;Sai;M;1985-08-31 00:00:00.000;S;DIRINGSHOFFEN;201;ANITA GARIBALDI;89222550;JOINVILLE;SC;NULL;30000;1 (11) 500 555-0144;joel5@adventure-works.com
213.666.878-97;Billy;Moreno;M;1986-06-20 00:00:00.000;S;JOAO MIERS;194;VILA NOVA;89223100;JOINVILLE;SC;BRASIL;30000;1 (11) 500 555-0165;billy8@adventure-works.com
120.108.232-26;Meagan;Subram;F;1986-01-18 00:00:00.000;S;URUSSANGA;743;BUCAREIN;89201120;JOINVILLE;SC;BRASIL;20000;1 (11) 500 555-0144;meagan13@adventure-works.com
114.264.613-49;Karla;Luo;F;1984-11-11 00:00:00.000;S;COMENDADOR ARAUJO;44;BOM RETIRO;89225020;JOINVILLE;SC;NULL;20000;1 (11) 500 555-0139;karla6@adventure-works.com
114.244.633-12;Jackson;Campbell;M;1985-05-14 00:00:00.000;S;JOAO THEIS;137;ATIRADORES;89222580;JOINVILLE;SC;BRASIL;20000;1 (11) 500 555-0182;jackson37@adventure-works.com
430.671.586-35;Micah;Zhu;M;1983-07-01 00:00:00.000;S;OSCAR SCHNEIDER;205;ATIRADORES;89203125;JOINVILLE;SC;BRASIL;30000;1 (11) 500 555-0185;micah1@adventure-works.com
743.218.407-77;Janet;Serrano;F;1980-02-02 00:00:00.000;S;MARECHAL DEODORO;143;CENTRO;89201020;JOINVILLE;SC;BRASIL;30000;1 (11) 500 555-0135;janet22@adventure-works.com
839.603.399-95;Trisha;Huang;F;1986-07-04 00:00:00.000;S;ALAGAMAR;147;BOM RETIRO;89203060;JOINVILLE;SC;BRASIL;10000;1 (11) 500 555-0128;trisha0@adventure-works.com
404.694.926-53;Clayton;Beck;M;1984-10-08 00:00:00.000;S;HARALD BIRCKHOLZ;247;PARQUE GUARANI;89227100;JOINVILLE;SC;BRASIL;20000;1 (11) 500 555-0184;clayton38@adventure-works.com
431.030.873-96;Melvin;Raje;M;1984-12-14 00:00:00.000;S;AFFONSO FREDERICO LEOPOLDO;67;BOM RETIRO;89227087;JOINVILLE;SC;BRASIL;30000;1 (11) 500 555-0167;melvin12@adventure-works.com
882.668.194-00;Cindy;Jordan;F;1983-09-17 00:00:00.000;S;TOME DE SOUZA;163;BOM RETIRO;89214727;JOINVILLE;SC;BRASIL;40000;1 (11) 500 555-0161;cindy2@adventure-works.com
476.461.523-51;Claudia;Ma;F;1985-08-30 00:00:00.000;S;PAULO MALSCHITZKI;90;BOM RETIRO;89216420;JOINVILLE;SC;BRASIL;30000;1 (11) 500 555-0167;claudia14@adventure-works.com
648.372.726-96;Karla;Xu;F;1985-09-04 00:00:00.000;S;LAURA ALVES SILVEIRA ;298;JARDIM SOFIA ;89227530;JOINVILLE;SC;BRASIL;30000;1 (11) 500 555-0160;karla5@adventure-works.com
509.266.266-66;Devin;Carter;M;1985-03-22 00:00:00.000;S;R. DILHERMANDO REIS;199;COMASA;89213050;JOINVILLE;SC;BRASIL;40000;1 (11) 500 555-0183;devin33@adventure-works.com
626.298.622-82;Kari;Perez;F;1985-08-22 00:00:00.000;S;AV. GETULIO VARGAS;95;CENTRO;89200000;JOINVILLE;SC;BRASIL;40000;1 (11) 500 555-0192;kari21@adventure-works.com
026.720.959-69;Alberto;Romero;M;1982-07-11 00:00:00.000;S;EUGENIO MOREIRA;730;ANITA GARIBALDI;89227300;JOINVILLE;SC;BRASIL;40000;1 (11) 500 555-0133;alberto10@adventure-works.com
160.649.466-35;Kevin;Bryant;M;1980-09-22 00:00:00.000;S;DR. PLACIDO OLIMPIO DE OLIVEIRA;1244;ANITA GARIBALDI;892272000;JOINVILLE;SC;BRASIL;30000;1 (11) 500 555-0186;kevin20@adventure-works.com
671.649.905-63;Candace;Mehta;F;1984-09-12 00:00:00.000;S;OTTO BOEHM;571;ATIRADORES;89227230;JOINVILLE;SC;BRASIL;30000;1 (11) 500 555-0112;candace14@adventure-works.com
924.169.630-23;Ebony;Malhotra;F;1983-02-07 00:00:00.000;S;FRANSCISCO BATISTA;264;ITINGA;89224051;JOINVILLE;SC;BRASIL;40000;1 (11) 500 555-0113;ebony4@adventure-works.com
672.918.222-14;Erika;Diaz;F;1986-04-18 00:00:00.000;S;ANTONIO LINO;124;JOAO COSTA;89222470;JOINVILLE;SC;NULL;30000;1 (11) 500 555-0124;erika2@adventure-works.com
936.741.446-51;Stacey;Lu;F;1985-02-14 00:00:00.000;S;PRES. NILO PECANHA;471;FLORESTA;89211400;JOINVILLE;SC;BRASIL;30000;1 (11) 500 555-0157;stacey12@adventure-works.com
273.482.310-27;Darrell;Raji;M;1983-12-13 00:00:00.000;S;R. CARLOS DRUMOND DE ANDRADE;265;SANTA CATARINA;89224020;JOINVILLE;SC;BRASIL;20000;1 (11) 500 555-0178;darrell9@adventure-works.com
679.466.654-85;Armando;Moreno;M;1984-05-19 00:00:00.000;S;INACIO BASTOS;1021;BUCAREIN;89211301;JOINVILLE;SC;BRASIL;20000;1 (11) 500 555-0165;armando6@adventure-works.com
829.056.016-29;Corey;Goel;M;1983-01-18 00:00:00.000;S;R. ROBERTO PONICK;292;BOM RETIRO;89227200;JOINVILLE;SC;NULL;20000;1 (11) 500 555-0111;corey16@adventure-works.com
496.784.795-63;Sebastian;Howard;M;1985-05-23 00:00:00.000;S;TENENTE ANTONIO JOÃO;2655;BOM RETIRO;89216680;JOINVILLE;SC;BRASIL;20000;1 (11) 500 555-0112;sebastian12@adventure-works.com
541.380.620-94;Roger;Raje;M;1985-09-23 00:00:00.000;S;RUA TEREZOPOLIS;867;GUANABARA;89210550;JOINVILLE;SC;BRASIL;40000;1 (11) 500 555-0154;roger41@adventure-works.com
032.146.743-26;Janelle;Chandra;F;1984-03-15 00:00:00.000;S;R. MAX HEIDEN;221;ANITA GARIBALDI;89221200;JOINVILLE;SC;NULL;30000;1 (11) 500 555-0161;janelle2@adventure-works.com
099.625.573-02;Meredith;Ruiz;F;1984-08-04 00:00:00.000;S;R. DOS GERANIOS;180;BOA VISTA;89210240;JOINVILLE;SC;BRASIL;30000;1 (11) 500 555-0113;meredith24@adventure-works.com
355.923.248-35;Melody;Diaz;F;1985-09-23 00:00:00.000;S;SIMONE DOMINONE GONCALVES;191;COSTA E SILVA;89212010;JOINVILLE;SC;BRASIL;20000;1 (11) 500 555-0114;melody3@adventure-works.com
589.205.854-62;Linda;Rubio;F;1982-02-16 00:00:00.000;S;EUZEBIO DE QUEIROZ;777;ATIRADORES;89212120;JOINVILLE;SC;BRASIL;30000;1 (11) 500 555-0153;linda36@adventure-works.com
069.187.727-75;Ivan;Raman;M;1985-01-03 00:00:00.000;S;R. JACOB EISENHUT;600;ATIRADORES;89225326;JOINVILLE;SC;BRASIL;30000;1 (11) 500 555-0119;ivan8@adventure-works.com
115.254.067-74;Larry;Gill;M;1985-09-01 00:00:00.000;S;JOAO ADOLFO MULLER;227;COSTA E SILVA;89210220;JOINVILLE;SC;BRASIL;30000;1 (11) 500 555-0125;larry16@adventure-works.com
063.411.418-29;Geoffrey;Gonzalez;M;1981-07-09 00:00:00.000;S;OSCAR SCHNEIDER;237;ATIRADORES;89204030;JOINVILLE;SC;NULL;30000;1 (11) 500 555-0131;geoffrey16@adventure-works.com
782.435.026-93;Edgar;Sanchez;M;1983-10-20 00:00:00.000;S;RUA CONCÓRDIA;1008;ANITA GARIBALDI;89212620;JOINVILLE;SC;NULL;30000;1 (11) 500 555-0117;edgar21@adventure-works.com
198.219.169-14;Heidi;Subram;F;1984-08-21 00:00:00.000;S;R. DES. NELSON NUNES GUIMARAES;151;ATIRADORES;89250500;JOINVILLE;SC;BRASIL;20000;1 (11) 500 555-0183;heidi15@adventure-works.com
929.994.014-31;Melody;Ramos;F;1985-03-15 00:00:00.000;S;DOS CICLISTAS;90;BOM RETIRO;89223130;JOINVILLE;SC;BRASIL;10000;1 (11) 500 555-0182;melody17@adventure-works.com
329.987.648-03;Clinton;Moreno;M;1982-12-25 00:00:00.000;C;WILLY SCHOSSLAND;1774;PARQUE JOINVILLE;89223250;JOINVILLE;SC;BRASIL;20000;1 (11) 500 555-0152;clinton3@adventure-works.com
546.348.446-71;Cesar;Madan;M;1981-04-03 00:00:00.000;S;JOCOB DO BANDOLIN;32;COMASA BOA VISTA;89217758;JOINVILLE;SC;Brasil;20000;1 (11) 500 555-0157;cesar6@adventure-works.com
551.369.542-20;Eugene;Ye;M;1986-06-11 00:00:00.000;S;RUA GUILHERME KLEIN;763;AVENTUREIRO;89208645;JOINVILLE;SC;BRASIL;30000;1 (11) 500 555-0128;eugene13@adventure-works.com
333.698.834-47;Blake;Collins;M;1981-06-20 00:00:00.000;S;INÁCIO BASTOS;638;CENTRO;88288-256;JOINVILLE;SC;BRASIL;30000;1 (11) 500 555-0140;blake47@adventure-works.com
698.823.076-11;Ernest;Lin;M;1982-10-06 00:00:00.000;C;BAGE;141;ATIRADORES;89223-130;JOINVILLE;SC;NULL;20000;1 (11) 500 555-0190;ernest7@adventure-works.com
163.028.577-30;Keith;Andersen;M;1982-04-17 00:00:00.000;S;INDEPENDENCIA;720;ANITA GARIBALDI;89227240;JOINVILLE;SC;BRASIL;20000;1 (11) 500 555-0182;keith16@adventure-works.com
842.824.289-28;Meredith;Prasad;F;1982-11-11 00:00:00.000;S;RUA PIO S SANTANA;419;JARDIM IRIRIU;89227500;JOINVILLE;SC;BRASIL;30000;1 (11) 500 555-0162;meredith8@adventure-works.com
474.174.697-31;Katrina;Sharma;F;1984-02-02 00:00:00.000;C;PEDRO DOS PASSOS;189;AVENTUREIRO;89223-100;JOINVILLE;SC;Brasil;30000;1 (11) 500 555-0115;katrina8@adventure-works.com
395.912.387-15;Dwayne;Navarro;M;1982-06-22 00:00:00.000;S;AMANDA GOLL;173;MORRO DO MEIO;89232-030;JOINVILLE;SC;BRASIL;40000;1 (11) 500 555-0163;dwayne9@adventure-works.com
563.294.814-52;Casey;Nath;F;1985-02-26 00:00:00.000;S;PORTO UNIAO;850;ANITA GARIBALDI;89222590;JOINVILLE;SC;BRASIL;40000;1 (11) 500 555-0130;casey20@adventure-works.com
311.591.882-17;Sean;Brooks;M;1985-09-12 00:00:00.000;S;ALBERTO FELIPE;54;VILA NOVA;89210370;JOINVILLE;SC;BRASIL;60000;294-555-0111;sean8@adventure-works.com
424.414.829-70;Brian;Ramirez;M;1983-12-22 00:00:00.000;S;XAVANTES;540;ATIRADORES;89216390;JOINVILLE;SC;NULL;60000;167-555-0144;brian19@adventure-works.com
765.561.004-46;Sierra;Young;F;1983-05-04 00:00:00.000;S;MARCIO DA ROSA;305;PARANAGUAMIRIM;8921621;JOINVILLE;SC;BRASIL;50000;410-555-0125;sierra15@adventure-works.com
028.619.899-28;Megan;Rodriguez;F;1985-05-07 00:00:00.000;S;OTTO BOEHM;801;CENTRO;89217275;JOINVILLE;SC;BRASIL;50000;156-555-0144;megan23@adventure-works.com
640.153.272-45;Leah;She;F;1981-10-07 00:00:00.000;S;CONSTANCIO VIZENTAINER;307;PARQUE JLLE;89222490;JOINVILLE;SC;BRASIL;50000;787-555-0163;leah19@adventure-works.com
601.174.338-73;Gabriel;Allen;M;1980-08-11 00:00:00.000;C;URSA MAIOR;17;GUANABARA;89211360;JOINVILLE;SC;brasil;50000;787-555-0146;gabriel53@adventure-works.com
392.394.557-57;Angela;Perry;F;1983-10-26 00:00:00.000;S;SAO MIGUEL;34;ITINGA;89222140;JOINVILLE;SC;BRASIL;50000;198-555-0159;angela10@adventure-works.com
044.381.682-61;Ryan;Smith;M;1985-03-01 00:00:00.000;S;IGNACIO ALVES DA MAIA;187;BOA VISTA;88212510;JOINVILLE;SC;BRASIL;50000;394-555-0168;ryan39@adventure-works.com
856.438.101-62;Zachary;Moore;M;1983-12-09 00:00:00.000;S;JOAO PINHEIRO;500;FLORESTA;89227250;JOINVILLE;SC;BRASIL;50000;209-555-0118;zachary37@adventure-works.com
484.231.971-56;Destiny;Rogers;F;1985-09-13 00:00:00.000;S;MARTIN RICHTER;295;ATIRADORES;89217520;JOINVILLE;SC;NULL;50000;262-555-0170;destiny26@adventure-works.com
789.716.301-37;Dalton;Gray;M;1986-03-07 00:00:00.000;S;JOAO EBERT;753;COMASA BOA VISTA;89216630;JOINVILLE;SC;BRASIL;60000;263-555-0144;dalton76@adventure-works.com
952.447.806-69;Mariah;Wood;F;1984-05-28 00:00:00.000;S;GAROPABA;125;FLORESTA;89200000;JOINVILLE;SC;BRASIL;40000;662-555-0125;mariah6@adventure-works.com
823.330.427-18;Isaiah;Wright;M;1985-10-08 00:00:00.000;S;ELZA MEINERT;957;COSTA E SILVA;89227230;JOINVILLE;SC;BRASIL;40000;525-555-0190;isaiah45@adventure-works.com
781.851.269-11;Haley;Powell;F;1984-12-06 00:00:00.000;C;DOS TABAJARAS;26;PETROPOLIS;89222322;JOINVILLE;SC;BRASIL;60000;200-555-0198;haley27@adventure-works.com
509.282.488-70;Antonio;Bennett;M;1986-03-18 00:00:00.000;S;COM. TELLES DE MENDONÇA;220;COSTA E SILVA;89222585;JOINVILLE;SC;BRASIL;60000;380-555-0192;antonio1@adventure-works.com
568.285.176-03;Alexandra;Jenkins;F;1986-01-05 00:00:00.000;S;HERMANN LANGE;122;COSTA E SILVA;89217100;JOINVILLE;SC;BRASIL;60000;664-555-0121;alexandra30@adventure-works.com
192.779.635-69;Thomas;Anderson;M;1980-12-01 00:00:00.000;S;LUIZ GONZAGA;277;ESPINHEIROS;89222450;JOINVILLE;SC;BRASIL;40000;315-555-0121;thomas71@adventure-works.com
343.033.939-83;Samuel;Collins;M;1985-11-01 00:00:00.000;S;ARAGUAIA;59;GUANABARA;89227055;JOINVILLE;SC;BRASIL;60000;385-555-0179;samuel33@adventure-works.com
819.799.296-13;Darrell;Chande;M;1980-05-07 00:00:00.000;C;ISOUDE PAULO;179;NOVA BRASÍLIA;89222365;JOINVILLE;SC;BRASIL;60000;455-555-0152;darrell4@adventure-works.com
398.326.298-20;Kimberly;Cox;F;1986-02-12 00:00:00.000;S;DAS DOMESTICAS;552;COSTA E SILVA;89225460;JOINVILLE;SC;NULL;60000;383-555-0177;kimberly14@adventure-works.com
417.445.294-05;Morgan;Hernandez;F;1986-04-17 00:00:00.000;S;ALMIRANTE JACEGUAY;3311;COSTA E SILVA;89201440;JOINVILLE;SC;BRASIL;70000;379-555-0153;morgan15@adventure-works.com
810.904.022-61;Antonio;Powell;M;1981-06-29 00:00:00.000;S;OSCAR SCHNEIDER;205;ATIRADORES;89216300;JOINVILLE;SC;NULL;70000;966-555-0128;antonio8@adventure-works.com
563.547.928-52;Angelica;Perry;F;1986-03-09 00:00:00.000;S;OSCAR SCHNEIDER;205;ATIRADORES;89227240;JOINVILLE;SC;NULL;70000;936-555-0157;angelica7@adventure-works.com
250.163.070-68;Chloe;Wilson;F;1984-10-28 00:00:00.000;S;CONSELHEIRO MAFRA;295;CENTRO;89222-490;JOINVILLE;SC;NULL;50000;748-555-0137;chloe40@adventure-works.com
884.486.901-10;James;Chen;M;1985-07-04 00:00:00.000;S;CONSELHEIRO MAFRA;295;CENTRO;89211240;JOINVILLE;SC;BRASIL;50000;143-555-0119;james41@adventure-works.com
684.964.021-26;Morgan;Hughes;F;1984-02-14 00:00:00.000;S;SEN. FELIPE SCHMIDT;363;CENTRO;89211006;JOINVILLE;SC;BRASIL;50000;165-555-0182;morgan81@adventure-works.com
901.399.706-07;Naomi;Munoz;F;1984-09-05 00:00:00.000;S;MONSENHOR GERCINO;2149;ITAUM;89223340;JOINVILLE;SC;Brasil;50000;293-555-0147;naomi7@adventure-works.com
429.121.953-40;Charles;Torres;M;1980-03-14 00:00:00.000;S;ADOLFO GRUENSCH JUNIOR;67;COSTA E SILVA;89222061;JOINVILLE;SC;NULL;40000;202-555-0114;charles52@adventure-works.com
139.000.616-61;Gabriella;Turner;F;1985-04-11 00:00:00.000;S;OTTO BOEHM;357;ATIRADORES;88223250;JOINVILLE;SC;NULL;40000;131-555-0142;gabriella27@adventure-works.com
640.897.428-22;Anna;Foster;F;2002-01-16 00:00:00.000;S;CONSELHEIRO MAFRA;295;CENTRO;89217-002;JOINVILLE;SC;Brasil;40000;288-555-0189;anna41@adventure-works.com
